mass_A
t	x	y
3,870000000E0	-2,385849056E1	6,218842832E0
3,880000000E0	-2,580231024E1	6,909567675E0
3,890000000E0	-2,747983915E1	7,784370051E0
3,900000000E0	-2,918151310E1	8,714445338E0
3,910000000E0	-3,081939817E1	9,728564094E0
3,920000000E0	-3,232529639E1	1,074966845E1
3,930000000E0	-3,378070586E1	1,179065984E1
3,940000000E0	-3,517183183E1	1,287382172E1
3,950000000E0	-3,649561761E1	1,396855322E1
3,960000000E0	-3,772786360E1	1,509966087E1
3,970000000E0	-3,891152145E1	1,622561454E1
3,980000000E0	-4,002018509E1	1,732963193E1
3,990000000E0	-4,107440133E1	1,843798819E1
4,000000000E0	-4,197420326E1	1,956321492E1
4,010000000E0	-4,306518737E1	2,063776647E1
4,020000000E0	-4,382093883E1	2,157518509E1
4,030000000E0	-4,480632240E1	2,262147103E1
4,040000000E0	-4,563528969E1	2,362826866E1
4,050000000E0	-4,640673899E1	2,458838381E1
4,060000000E0	-4,712170320E1	2,551875128E1
4,070000000E0	-4,781012886E1	2,644006246E1
4,080000000E0	-4,842796996E1	2,730650878E1
4,090000000E0	-4,902733120E1	2,813955310E1
4,100000000E0	-4,957680620E1	2,895216578E1
4,110000000E0	-5,010025323E1	2,970401557E1
4,120000000E0	-5,057992980E1	3,042650749E1
4,130000000E0	-5,100857752E1	3,105834836E1
4,140000000E0	-5,140510952E1	3,168235741E1
4,150000000E0	-5,179234710E1	3,224406476E1
4,160000000E0	-5,211833061E1	3,276255630E1
4,170000000E0	-5,238601944E1	3,321197898E1
4,180000000E0	-5,263164085E1	3,364919170E1
4,190000000E0	-5,284568961E1	3,401929805E1
4,200000000E0	-5,300905224E1	3,431233002E1
4,210000000E0	-5,315422831E1	3,456866034E1
4,220000000E0	-5,325773512E1	3,477189051E1
4,230000000E0	-5,335804778E1	3,490463742E1
4,240000000E0	-5,339569625E1	3,500907912E1
4,250000000E0	-5,343381998E1	3,502803841E1
4,260000000E0	-5,346052028E1	3,503838662E1
4,270000000E0	-5,340824111E1	3,503300733E1
4,280000000E0	-5,334026326E1	3,496411211E1
4,290000000E0	-5,323455013E1	3,483721069E1
4,300000000E0	-5,311252284E1	3,464907360E1
4,310000000E0	-5,297066760E1	3,441158747E1
4,320000000E0	-5,276312237E1	3,415831251E1
4,330000000E0	-5,254729547E1	3,380915535E1
4,340000000E0	-5,228594019E1	3,342991063E1
4,350000000E0	-5,202854101E1	3,297021903E1
4,360000000E0	-5,171044974E1	3,249079997E1
4,370000000E0	-5,136780096E1	3,197324898E1
4,380000000E0	-5,096955495E1	3,138960494E1
4,390000000E0	-5,057778560E1	3,077094315E1
4,400000000E0	-5,012554030E1	3,007030820E1
4,410000000E0	-4,964170584E1	2,935255615E1
4,420000000E0	-4,914227190E1	2,860657806E1
4,430000000E0	-4,856273989E1	2,778985340E1
4,440000000E0	-4,797078030E1	2,694017827E1
4,450000000E0	-4,733887837E1	2,607739257E1
4,460000000E0	-4,666017504E1	2,513442090E1
4,470000000E0	-4,590721487E1	2,417691553E1
4,480000000E0	-4,511423413E1	2,319260988E1
4,490000000E0	-4,432692344E1	2,222798093E1
4,500000000E0	-4,350000387E1	2,126245313E1
4,510000000E0	-4,237857703E1	2,010614961E1
4,520000000E0	-4,166554827E1	1,910514949E1
4,530000000E0	-4,066729482E1	1,796607556E1
4,540000000E0	-3,962256304E1	1,683746977E1
4,550000000E0	-3,851733498E1	1,572444292E1
4,560000000E0	-3,734076928E1	1,458097554E1
4,570000000E0	-3,610013104E1	1,346185877E1
4,580000000E0	-3,479669886E1	1,236173319E1
4,590000000E0	-3,338560242E1	1,127622887E1
4,600000000E0	-3,192721287E1	1,021563851E1
4,610000000E0	-3,038862282E1	9,216497572E0
4,620000000E0	-2,878596312E1	8,227673049E0
4,630000000E0	-2,707474421E1	7,324254392E0
4,640000000E0	-2,543588766E1	6,575448443E0
4,650000000E0	-2,352481081E1	5,756126696E0
4,660000000E0	-2,168511270E1	5,022282062E0
4,670000000E0	-1,989980932E1	4,375918945E0
4,680000000E0	-1,800478086E1	3,724333504E0
4,690000000E0	-1,601933158E1	3,224660197E0
4,700000000E0	-1,401992709E1	2,812735928E0
4,710000000E0	-1,196688129E1	2,452407567E0
